0.042101,0.043753,0.047409,0.054164,0.12773,0.16086,0.097352,0.5115,0.15241,0.32594,Inf,0.26751,0.39774,0.30633,0.16208,0.14627,0.15021,0.30039,0.070558,0.054609,0.23298,0.029007,0.17886,0.15041,0.12767,0.068796,0.037924,0.06401
0.026404,0.029286,0.027346,0.03575,0.084148,0.19072,0.088494,0.25916,0.20125,0.24743,0.26751,Inf,0.2611,0.15892,0.30925,0.14445,0.074509,0.32363,0.058622,0.027971,0.2199,0.032603,0.11207,0.13608,0.12641,0.03964,0.035903,0.044987
0.039183,0.043016,0.043809,0.058341,0.049045,0.15583,0.12798,0.24668,0.11085,0.51101,0.39774,0.2611,Inf,0.078014,0.16864,0.28818,0.025774,0.32346,0.12344,0.00018519,0.23533,0.052091,0.036928,0.13992,0.17297,0.037894,0.02449,0.051826
0.031985,0.031935,0.044943,0.044649,0.18429,0.17669,0.11641,0.34019,0.11056,0.15516,0.30633,0.15892,0.078014,Inf,0.099764,0.18942,0.34065,0.14478,0.11802,0.12472,0.10259,0.077202,0.18685,0.092073,0.097873,0.074331,0.057988,0.063384
0.019668,0.022072,0.020813,0.028768,0.073412,0.13519,0.085463,0.1809,0.087282,0.18615,0.16208,0.30925,0.16864,0.099764,Inf,0.10117,0.061156,0.31548,0.055289,0.024161,0.17966,0.033625,0.098428,0.11956,0.11858,0.03026,0.034425,0.036032
0.03267,0.03818,0.039724,0.057991,0.11067,0.16011,0.15312,0.18596,0.077878,0.27108,0.14627,0.14445,0.28818,0.18942,0.10117,Inf,0.12241,0.16994,0.2854,0.062766,0.11923,0.10884,0.082329,0.094374,0.14793,0.05388,0.05771,0.069337
0.0483,0.042804,0.069918,0.056837,0.18064,0.14746,0.11471,0.21494,0.060036,0.095283,0.15021,0.074509,0.025774,0.34065,0.061156,0.12241,Inf,0.084866,0.1415,0.28141,0.060092,0.1175,0.18598,0.074558,0.097988,0.092376,0.054647,0.048734
0.02845,0.033908,0.03149,0.043617,0.082362,0.14398,0.11131,0.26945,0.11646,0.30213,0.30039,0.32363,0.32346,0.14478,0.31548,0.16994,0.084866,Inf,0.082163,0.026178,0.43127,0.038751,0.1451,0.21562,0.18899,0.043099,0.049957,0.052861
0.042043,0.05236,0.052848,0.073874,0.104,0.1218,0.13925,0.10412,0.034595,0.15521,0.070558,0.058622,0.12344,0.11802,0.055289,0.2854,0.1415,0.082163,Inf,0.10173,0.06473,0.2548,0.08003,0.071373,0.14362,0.039395,0.053945,0.073371
0.053588,0.046274,0.076865,0.060655,0.15839,0.12276,0.10436,0.093517,0.034807,0.035734,0.054609,0.027971,0.00018519,0.12472,0.024161,0.062766,0.28141,0.026178,0.10173,Inf,0.026946,0.13295,0.2227,0.068871,0.097387,0.061552,0.054711,0.027935
0.021551,0.026236,0.022047,0.031563,0.051104,0.080956,0.075053,0.20599,0.080852,0.2254,0.23298,0.2199,0.23533,0.10259,0.17966,0.11923,0.060092,0.43127,0.06473,0.026946,Inf,0.034813,0.14388,0.2495,0.17354,0.035371,0.045748,0.044446
0.045168,0.058578,0.057225,0.076708,0.11149,0.11747,0.13147,0.059058,0.025824,0.077897,0.029007,0.032603,0.052091,0.077202,0.033625,0.10884,0.1175,0.038751,0.2548,0.13295,0.034813,Inf,0.09512,0.076536,0.20992,0.027705,0.062758,0.064434
0.034362,0.033831,0.047568,0.049069,0.19347,0.16031,0.1256,0.25301,0.081823,0.10914,0.17886,0.11207,0.036928,0.18685,0.098428,0.082329,0.18598,0.1451,0.08003,0.2227,0.14388,0.09512,Inf,0.21102,0.19008,0.066361,0.10886,0.05548
0.031965,0.035477,0.039555,0.05053,0.12041,0.13942,0.12702,0.16948,0.06982,0.16668,0.15041,0.13608,0.13992,0.092073,0.11956,0.094374,0.074558,0.21562,0.071373,0.068871,0.2495,0.076536,0.21102,Inf,0.23699,0.038157,0.15528,0.047843
0.033419,0.042357,0.041874,0.061632,0.12805,0.16236,0.16791,0.15869,0.067506,0.21938,0.12767,0.12641,0.17297,0.097873,0.11858,0.14793,0.097988,0.18899,0.14362,0.097387,0.17354,0.20992,0.19008,0.23699,Inf,0.04239,0.13275,0.070092
0.021733,0.01824,0.023666,0.0233,0.06331,0.058006,0.049644,0.098476,0.027699,0.075367,0.068796,0.03964,0.037894,0.074331,0.03026,0.05388,0.092376,0.043099,0.039395,0.061552,0.035371,0.027705,0.066361,0.038157,0.04239,Inf,0.027438,0.051608
0.020312,0.022537,0.025306,0.032271,0.085242,0.086207,0.088337,0.071753,0.02778,0.062582,0.037924,0.035903,0.02449,0.057988,0.034425,0.05771,0.054647,0.049957,0.053945,0.054711,0.045748,0.062758,0.10886,0.15528,0.13275,0.027438,Inf,0.032277
0.017077,0.02199,0.018949,0.026606,0.052393,0.057515,0.059766,0.09216,0.027591,0.089744,0.06401,0.044987,0.051826,0.063384,0.036032,0.069337,0.048734,0.052861,0.073371,0.027935,0.044446,0.064434,0.05548,0.047843,0.070092,0.051608,0.032277,Inf
